"","country","election_year","age","gender","men","education","unemployed","blue_collar","household","rural","gov_perform","diss_dem","diss_econ","democrats","lrself","trust_pol","vote_fn","election"
"3511","France",2007,52,"Male",1,5,1,0,9,1,3,1,2,2,5,3,0,"2007"
"3521","France",2007,69,"Female",0,2,0,1,8,0,1,1,3,4,4,3,0,"2007"
"3541","France",2007,67,"Male",1,2,0,0,1,0,8,10,6,5,6,4,0,"2007"
"3551","France",2007,40,"Female",0,5,1,0,8,1,1,5,4,5,1,4,0,"2007"
"3561","France",2007,65,"Female",0,3,0,0,5,0,3,4,3,2,7,4,0,"2007"
"3571","France",2007,56,"Male",1,3,0,0,10,1,9,9,7,2,9,5,0,"2007"
"3591","France",2007,41,"Female",0,5,1,0,10,0,7,7,8,1,6,5,0,"2007"
"3601","France",2007,20,"Female",0,5,0,0,4,0,7,7,6,2,7,7,0,"2007"
"3631","France",2007,53,"Male",1,5,1,0,3,1,4,7,6,1,4,5,0,"2007"
"3641","France",2007,62,"Female",0,4,0,0,4,0,4,4,4,2,3,4,0,"2007"
"3651","France",2007,67,"Male",1,3,0,0,2,0,6,8,1,1,8,6,0,"2007"
"3661","France",2007,54,"Female",0,3,1,0,6,0,10,7,3,1,8,5,0,"2007"
"3691","France",2007,78,"Female",0,1,0,0,3,1,7,8,1,2,6,6,0,"2007"
"3701","France",2007,45,"Male",1,5,0,0,10,0,4,9,3,5,4,2,0,"2007"
"3721","France",2007,51,"Male",1,3,1,0,9,1,9,9,6,1,9,6,0,"2007"
"3731","France",2007,70,"Male",1,1,0,1,3,1,3,9,4,2,3,5,0,"2007"
"3741","France",2007,63,"Female",0,1,1,1,6,0,5,6,3,3,4,5,0,"2007"
"3761","France",2007,75,"Male",1,2,0,0,4,0,8,9,6,1,6,8,0,"2007"
"3781","France",2007,52,"Male",1,5,1,0,9,0,1,1,2,1,3,2,0,"2007"
"3811","France",2007,19,"Female",0,2,1,1,1,0,4,9,4,5,3,5,0,"2007"
"3821","France",2007,35,"Male",1,5,1,0,10,0,6,6,5,3,6,7,0,"2007"
"3841","France",2007,69,"Male",1,2,1,1,3,1,9,9,6,5,10,9,0,"2007"
"3851","France",2007,79,"Male",1,5,0,0,7,0,8,9,1,1,8,4,0,"2007"
"3911","France",2007,32,"Male",1,3,0,0,3,1,2,1,2,3,6,2,0,"2007"
"3921","France",2007,61,"Male",1,3,0,0,9,1,2,1,2,5,3,1,0,"2007"
"3941","France",2007,52,"Female",0,3,1,0,1,0,1,7,1,5,1,3,0,"2007"
"3961","France",2007,75,"Female",0,1,0,1,1,0,8,9,3,1,8,8,0,"2007"
"3991","France",2007,29,"Male",1,5,0,0,8,0,6,5,1,4,4,6,0,"2007"
"4011","France",2007,52,"Female",0,2,0,0,9,0,5,6,3,5,4,4,0,"2007"
"4041","France",2007,43,"Male",1,5,0,0,8,1,4,7,3,2,4,6,0,"2007"
"4051","France",2007,35,"Male",1,2,0,0,8,0,6,9,3,4,6,4,0,"2007"
"4071","France",2007,46,"Male",1,5,1,0,10,0,3,8,3,5,7,4,0,"2007"
"4081","France",2007,62,"Male",1,3,1,1,5,0,9,6,1,2,8,6,0,"2007"
"4091","France",2007,71,"Female",0,3,0,0,3,1,7,9,5,2,8,6,0,"2007"
"4101","France",2007,24,"Male",1,5,0,0,7,0,6,8,4,3,7,5,0,"2007"
"4111","France",2007,67,"Female",0,3,0,0,6,0,6,1,4,3,5,1,0,"2007"
"4141","France",2007,22,"Female",0,3,0,0,10,0,9,10,6,5,7,9,0,"2007"
"4151","France",2007,69,"Female",0,3,0,0,8,0,6,9,4,3,8,5,0,"2007"
"4181","France",2007,56,"Male",1,3,1,0,6,0,7,7,5,3,7,4,1,"2007"
"4231","France",2007,84,"Female",0,2,1,0,6,0,9,6,4,1,7,6,0,"2007"
"4331","France",2007,49,"Male",1,5,0,0,8,0,1,5,2,1,4,4,0,"2007"
"4341","France",2007,64,"Male",1,3,1,0,1,0,4,12,3,1,1,5,0,"2007"
"4351","France",2007,32,"Female",0,3,0,1,7,1,8,5,3,2,7,1,0,"2007"
"4361","France",2007,81,"Female",0,2,0,1,6,0,8,8,6,1,8,9,0,"2007"
"4381","France",2007,45,"Male",1,5,0,0,9,0,8,6,6,2,4,4,0,"2007"
"4391","France",2007,45,"Male",1,2,1,0,7,0,1,12,1,5,3,4,0,"2007"
"4431","France",2007,74,"Male",1,3,0,0,7,0,9,10,3,1,6,1,0,"2007"
"4441","France",2007,48,"Female",0,5,0,0,9,1,4,5,4,1,1,4,0,"2007"
"4451","France",2007,54,"Male",1,3,1,0,7,0,10,7,4,1,11,10,0,"2007"
"4461","France",2007,67,"Female",0,5,0,0,6,0,7,8,6,1,6,4,0,"2007"
"4471","France",2007,39,"Male",1,2,1,1,2,1,1,5,1,1,1,1,0,"2007"
"4481","France",2007,56,"Female",0,1,1,1,5,0,3,5,4,1,3,4,0,"2007"
"4501","France",2007,66,"Male",1,5,0,0,5,0,4,6,5,1,4,7,0,"2007"
"4511","France",2007,46,"Male",1,5,1,0,3,0,5,6,4,1,5,4,0,"2007"
"4521","France",2007,56,"Female",0,3,0,0,5,1,7,8,5,2,9,6,0,"2007"
"4541","France",2007,38,"Male",1,5,0,0,8,1,5,6,5,1,4,6,0,"2007"
"4551","France",2007,22,"Male",1,5,1,0,4,0,8,10,8,4,8,7,0,"2007"
"4571","France",2007,42,"Female",0,2,0,0,8,0,5,6,2,2,5,5,0,"2007"
"4591","France",2007,71,"Female",0,2,1,0,6,0,5,7,5,3,11,7,0,"2007"
"4611","France",2007,44,"Female",0,5,0,0,5,0,4,8,5,4,6,6,0,"2007"
"4641","France",2007,65,"Male",1,5,0,0,10,0,7,8,5,2,7,8,0,"2007"
"4651","France",2007,54,"Male",1,3,1,0,4,0,4,5,2,2,4,3,0,"2007"
"4671","France",2007,41,"Female",0,5,1,0,3,0,1,12,1,1,4,2,0,"2007"
"4701","France",2007,61,"Female",0,1,0,1,7,0,5,7,5,2,5,6,0,"2007"
"4711","France",2007,49,"Male",1,3,1,0,7,1,3,7,6,2,2,5,0,"2007"
"4741","France",2007,31,"Female",0,3,1,0,7,0,1,12,2,4,3,3,0,"2007"
"4761","France",2007,53,"Female",0,3,1,0,8,0,5,7,6,5,11,4,0,"2007"
"4781","France",2007,54,"Male",1,5,0,0,5,1,5,10,5,2,6,3,0,"2007"
"4801","France",2007,35,"Male",1,3,1,0,2,0,1,10,1,1,3,5,0,"2007"
"4811","France",2007,75,"Female",0,2,0,0,8,0,9,10,6,2,11,8,0,"2007"
"4841","France",2007,41,"Female",0,5,0,0,6,0,4,6,4,2,6,2,0,"2007"
"4851","France",2007,55,"Female",0,3,0,0,7,0,9,11,8,2,8,8,0,"2007"
"4861","France",2007,42,"Female",0,5,0,0,6,1,3,5,4,5,6,3,0,"2007"
"4901","France",2007,49,"Male",1,3,1,0,5,1,3,4,3,1,6,2,0,"2007"
"4941","France",2007,37,"Female",0,5,0,0,7,0,4,8,4,5,5,5,0,"2007"
"4951","France",2007,34,"Female",0,3,0,0,8,0,1,6,4,1,1,6,0,"2007"
"4961","France",2007,38,"Female",0,5,0,0,9,0,2,7,3,1,3,6,0,"2007"
"5001","France",2007,20,"Male",1,3,0,0,10,0,8,9,3,1,9,6,0,"2007"
"5011","France",2007,78,"Female",0,2,0,0,5,0,5,7,2,3,7,7,0,"2007"
"5021","France",2007,65,"Female",0,1,0,1,2,1,1,4,2,1,5,6,0,"2007"
"5031","France",2007,47,"Male",1,3,0,0,4,0,5,7,3,1,7,5,0,"2007"
"5061","France",2007,86,"Female",0,5,0,0,2,1,6,6,3,2,10,3,0,"2007"
"5081","France",2007,51,"Female",0,5,0,0,8,1,1,12,3,1,6,2,0,"2007"
"5091","France",2007,26,"Male",1,3,0,0,6,0,4,7,3,4,8,4,0,"2007"
"5111","France",2007,76,"Female",0,1,0,1,2,1,8,7,4,3,7,6,0,"2007"
"5121","France",2007,73,"Female",0,5,0,0,6,0,6,7,6,2,9,8,0,"2007"
"5151","France",2007,49,"Male",1,3,1,0,10,0,10,10,6,1,8,5,0,"2007"
"5201","France",2007,28,"Male",1,3,0,0,3,0,2,6,2,1,4,6,0,"2007"
"5221","France",2007,25,"Male",1,5,0,0,10,0,4,8,3,1,4,4,0,"2007"
"5291","France",2007,46,"Male",1,5,0,0,10,0,8,9,5,2,8,5,0,"2007"
"5301","France",2007,43,"Female",0,5,1,0,8,0,4,4,4,1,5,1,0,"2007"
"5341","France",2007,79,"Female",0,1,0,1,1,1,7,9,8,1,7,8,0,"2007"
"5381","France",2007,61,"Male",1,1,0,0,6,1,7,9,8,1,8,6,0,"2007"
"5401","France",2007,25,"Female",0,2,1,0,2,1,6,9,6,1,9,5,1,"2007"
"5421","France",2007,57,"Female",0,3,0,0,6,0,6,8,4,5,7,6,0,"2007"
"5441","France",2007,59,"Male",1,5,1,0,10,0,7,8,3,5,8,6,0,"2007"
"5451","France",2007,60,"Male",1,5,0,0,9,0,5,6,4,2,5,8,0,"2007"
"5471","France",2007,58,"Male",1,3,0,0,2,1,5,8,6,2,3,3,0,"2007"
"5521","France",2007,64,"Male",1,3,0,0,5,0,3,7,3,5,4,3,0,"2007"
"5531","France",2007,36,"Male",1,1,0,1,3,0,4,5,4,1,7,4,0,"2007"
"5541","France",2007,50,"Male",1,2,0,0,3,0,3,5,3,1,5,3,0,"2007"
"5551","France",2007,75,"Male",1,2,0,0,7,1,9,10,7,1,9,8,0,"2007"
"5581","France",2007,35,"Male",1,5,0,0,8,0,6,6,6,1,8,4,0,"2007"
"5591","France",2007,38,"Female",0,3,0,1,9,1,2,1,2,1,1,4,0,"2007"
"5601","France",2007,83,"Male",1,3,0,0,8,0,9,10,7,1,9,8,0,"2007"
"5611","France",2007,31,"Female",0,4,1,0,7,0,3,4,1,1,3,3,0,"2007"
"5661","France",2007,23,"Male",1,5,0,0,1,0,7,9,7,4,7,6,0,"2007"
"5671","France",2007,50,"Female",0,3,0,0,6,1,9,10,4,1,11,8,0,"2007"
"5701","France",2007,59,"Female",0,2,1,0,3,0,7,9,5,5,9,5,0,"2007"
"5711","France",2007,59,"Female",0,1,1,0,3,1,5,6,7,2,6,6,0,"2007"
"5721","France",2007,49,"Female",0,5,1,0,10,0,3,6,3,3,4,5,0,"2007"
"5751","France",2007,54,"Male",1,1,0,1,10,1,7,6,5,3,5,5,0,"2007"
"5781","France",2007,51,"Male",1,1,1,0,2,1,4,9,5,5,1,8,0,"2007"
"5791","France",2007,70,"Male",1,3,0,0,2,1,7,10,6,2,6,6,0,"2007"
"5821","France",2007,64,"Female",0,5,0,0,6,0,6,7,4,2,6,6,0,"2007"
"5831","France",2007,32,"Male",1,3,0,0,4,1,5,6,3,4,6,6,0,"2007"
"5841","France",2007,54,"Male",1,1,1,1,1,1,3,12,2,1,11,2,0,"2007"
"5851","France",2007,41,"Male",1,3,0,0,8,1,4,4,1,3,6,4,0,"2007"
"5871","France",2007,46,"Male",1,2,0,0,7,0,1,4,1,3,1,3,0,"2007"
"5881","France",2007,77,"Male",1,2,0,0,6,0,8,8,6,4,10,5,0,"2007"
"5891","France",2007,66,"Female",0,5,1,0,2,0,4,5,4,5,1,6,0,"2007"
"5901","France",2007,51,"Male",1,3,0,0,5,0,3,5,3,3,3,7,0,"2007"
"5911","France",2007,44,"Male",1,5,0,0,10,0,5,9,4,4,7,4,0,"2007"
"5921","France",2007,88,"Female",0,5,0,0,6,0,8,9,8,2,8,6,0,"2007"
"5931","France",2007,87,"Female",0,1,0,0,2,1,4,7,5,3,5,5,0,"2007"
"5941","France",2007,64,"Female",0,3,0,0,8,1,7,6,4,1,7,5,0,"2007"
"5961","France",2007,33,"Male",1,3,1,0,5,0,3,4,2,5,4,3,0,"2007"
"5971","France",2007,43,"Female",0,3,0,1,7,0,6,7,5,3,6,5,0,"2007"
"6011","France",2007,41,"Female",0,5,0,0,8,0,4,5,4,4,9,1,0,"2007"
"6031","France",2007,33,"Female",0,3,1,0,8,1,6,5,6,3,6,4,0,"2007"
"6041","France",2007,70,"Male",1,3,0,0,9,1,2,1,2,2,3,5,0,"2007"
"6051","France",2007,54,"Female",0,5,0,0,9,0,3,5,3,4,3,6,0,"2007"
"6061","France",2007,55,"Female",0,3,0,0,3,0,1,12,1,1,5,5,0,"2007"
"6071","France",2007,31,"Male",1,5,1,0,4,1,8,10,5,2,7,6,0,"2007"
"6081","France",2007,63,"Male",1,1,1,0,3,0,2,4,2,3,4,1,0,"2007"
"6091","France",2007,37,"Male",1,3,1,0,3,0,1,4,1,1,4,1,0,"2007"
"6111","France",2007,35,"Male",1,5,1,0,4,0,2,4,4,5,2,6,0,"2007"
"6121","France",2007,36,"Female",0,5,0,0,7,1,2,1,3,1,3,2,0,"2007"
"6141","France",2007,51,"Female",0,3,1,0,9,1,4,8,3,2,6,3,0,"2007"
"6161","France",2007,61,"Male",1,3,1,0,6,0,3,1,1,1,5,2,0,"2007"
"6201","France",2007,28,"Male",1,5,0,0,1,0,1,6,2,5,1,1,0,"2007"
"6221","France",2007,51,"Female",0,1,0,1,2,1,3,4,3,2,5,3,0,"2007"
"6281","France",2007,73,"Female",0,1,0,0,2,1,1,4,1,4,4,1,0,"2007"
"6311","France",2007,55,"Male",1,1,0,0,5,0,3,4,4,1,6,3,0,"2007"
"6341","France",2007,53,"Male",1,3,1,1,3,1,3,5,3,1,5,2,0,"2007"
"6351","France",2007,74,"Male",1,2,0,0,7,1,6,7,6,4,9,6,0,"2007"
"6361","France",2007,20,"Male",1,3,1,0,3,1,3,4,3,4,1,6,0,"2007"
"6381","France",2007,68,"Male",1,3,0,0,6,0,7,7,3,4,3,4,0,"2007"
"6391","France",2007,36,"Male",1,5,0,0,9,0,6,9,6,1,9,5,0,"2007"
"6411","France",2007,34,"Female",0,5,1,0,10,0,7,5,4,1,9,3,0,"2007"
"6421","France",2007,80,"Male",1,1,0,0,6,0,6,8,4,2,4,6,0,"2007"
"6431","France",2007,71,"Male",1,1,0,1,2,0,7,7,1,1,6,7,0,"2007"
"6441","France",2007,42,"Male",1,3,1,1,2,0,1,10,3,1,6,5,0,"2007"
"6451","France",2007,61,"Male",1,3,1,0,6,0,5,10,4,1,6,6,0,"2007"
"6461","France",2007,32,"Female",0,5,0,0,8,0,4,4,7,4,5,3,0,"2007"
"6471","France",2007,51,"Male",1,5,1,0,3,0,3,9,5,3,5,5,0,"2007"
"6491","France",2007,49,"Male",1,3,0,0,7,1,5,5,5,1,6,4,0,"2007"
"6571","France",2007,38,"Female",0,5,0,0,10,1,8,7,5,3,9,8,0,"2007"
"6581","France",2007,47,"Male",1,5,0,0,10,1,8,11,8,5,7,8,0,"2007"
"6601","France",2007,21,"Female",0,5,0,0,3,0,2,7,3,1,1,6,0,"2007"
"6611","France",2007,58,"Male",1,1,0,0,6,1,6,1,6,5,11,1,1,"2007"
"6621","France",2007,62,"Male",1,3,0,0,9,0,2,10,6,5,2,3,0,"2007"
"6631","France",2007,58,"Male",1,1,0,1,6,0,3,7,2,1,4,6,1,"2007"
"6641","France",2007,79,"Male",1,1,0,1,2,0,10,6,7,1,10,9,0,"2007"
"6651","France",2007,21,"Male",1,3,1,0,10,0,5,8,4,3,6,3,0,"2007"
"6661","France",2007,33,"Female",0,5,0,0,7,0,6,7,1,3,6,6,0,"2007"
"6671","France",2007,64,"Female",0,2,1,0,8,1,6,7,5,2,6,4,0,"2007"
"6751","France",2007,41,"Female",0,5,0,0,8,0,8,9,5,2,8,7,0,"2007"
"6761","France",2007,73,"Male",1,3,0,0,3,0,3,5,3,4,6,1,1,"2007"
"6771","France",2007,22,"Female",0,3,0,0,5,0,5,5,5,2,6,4,0,"2007"
"6811","France",2007,40,"Male",1,5,1,0,8,0,3,8,3,1,3,2,0,"2007"
"6831","France",2007,27,"Male",1,3,0,0,7,1,2,4,4,1,1,4,0,"2007"
"6841","France",2007,61,"Male",1,1,1,0,7,1,1,7,1,4,2,5,0,"2007"
"6871","France",2007,88,"Female",0,1,0,0,7,0,6,7,2,1,9,3,0,"2007"
"6891","France",2007,39,"Female",0,5,1,0,4,0,3,5,3,1,5,1,0,"2007"
"6901","France",2007,37,"Female",0,3,1,0,2,1,8,10,8,5,7,7,0,"2007"
"6911","France",2007,59,"Male",1,5,0,0,8,0,3,4,3,5,3,5,0,"2007"
"6921","France",2007,38,"Male",1,5,0,0,7,0,8,9,9,4,8,6,0,"2007"
"6981","France",2007,32,"Female",0,5,1,0,7,0,3,10,4,1,5,1,0,"2007"
"6991","France",2007,41,"Female",0,3,1,0,5,0,4,5,2,2,6,4,0,"2007"
"7011","France",2007,66,"Female",0,5,0,0,10,0,9,10,6,1,9,7,0,"2007"
"7021","France",2007,76,"Male",1,3,0,0,6,0,5,6,4,2,7,6,0,"2007"
"7031","France",2007,61,"Male",1,3,0,1,5,1,3,5,3,1,5,3,0,"2007"
"7041","France",2007,65,"Female",0,2,0,0,7,0,4,5,3,3,5,2,0,"2007"
"7051","France",2007,62,"Female",0,3,0,1,4,1,7,8,6,4,8,7,0,"2007"
"7061","France",2007,28,"Female",0,5,1,0,9,1,4,7,5,3,4,7,0,"2007"
"7071","France",2007,57,"Male",1,5,0,0,10,1,4,7,4,1,5,4,0,"2007"
"7081","France",2007,45,"Male",1,5,1,0,9,0,3,5,3,4,3,5,0,"2007"
"7101","France",2007,57,"Male",1,3,0,0,10,0,3,5,4,2,6,2,0,"2007"
"7111","France",2007,30,"Male",1,3,1,0,8,0,3,5,4,2,2,6,0,"2007"
"7121","France",2007,62,"Female",0,3,1,0,8,0,6,7,3,1,5,4,0,"2007"
"7141","France",2007,44,"Male",1,5,1,0,8,0,7,5,7,1,8,7,0,"2007"
"7151","France",2007,73,"Female",0,5,0,0,8,0,3,6,4,1,2,6,0,"2007"
"7171","France",2007,40,"Male",1,3,0,0,5,1,3,7,3,3,10,5,0,"2007"
"7181","France",2007,48,"Female",0,3,0,0,3,0,2,5,5,2,4,6,0,"2007"
"7191","France",2007,74,"Male",1,3,0,0,8,0,9,9,5,1,9,6,0,"2007"
"7201","France",2007,77,"Male",1,5,0,0,10,0,9,6,7,4,9,3,0,"2007"
"7211","France",2007,56,"Male",1,3,0,0,10,1,7,9,7,4,9,7,0,"2007"
"7231","France",2007,52,"Female",0,3,0,1,6,0,1,12,1,5,1,1,0,"2007"
"7251","France",2007,62,"Female",0,3,1,0,2,1,4,7,4,4,3,5,0,"2007"
"7261","France",2007,27,"Male",1,5,0,0,8,1,6,9,3,1,7,3,0,"2007"
"7271","France",2007,76,"Male",1,1,0,0,2,0,3,5,4,3,4,2,0,"2007"
"7291","France",2007,42,"Female",0,3,0,0,9,0,2,10,1,4,8,1,0,"2007"
"7301","France",2007,72,"Female",0,3,1,0,8,0,6,8,7,1,6,4,0,"2007"
"7311","France",2007,39,"Male",1,5,1,0,9,1,6,5,2,5,6,3,0,"2007"
"7321","France",2007,39,"Female",0,2,1,1,5,1,5,5,5,2,6,1,0,"2007"
"7331","France",2007,74,"Female",0,2,0,0,8,0,6,7,5,3,7,7,0,"2007"
"7361","France",2007,40,"Male",1,3,1,0,9,1,4,5,4,5,3,4,0,"2007"
"7391","France",2007,54,"Female",0,3,1,0,7,0,5,7,6,3,1,6,0,"2007"
"7401","France",2007,54,"Female",0,5,0,0,8,0,1,4,4,3,4,7,0,"2007"
"7431","France",2007,57,"Male",1,3,0,0,5,0,2,1,2,5,2,3,0,"2007"
"7441","France",2007,28,"Male",1,5,1,0,9,0,5,5,5,2,7,5,0,"2007"
"7461","France",2007,38,"Male",1,5,0,0,9,0,2,5,4,2,4,7,0,"2007"
"7471","France",2007,59,"Female",0,3,0,0,9,0,2,6,3,1,5,4,0,"2007"
"7551","France",2007,55,"Male",1,5,0,0,7,1,6,8,5,1,9,9,0,"2007"
"7571","France",2007,80,"Male",1,1,0,0,5,1,2,1,1,1,6,6,0,"2007"
"7601","France",2007,34,"Male",1,5,0,0,9,0,9,5,8,1,9,7,0,"2007"
"7641","France",2007,51,"Male",1,3,0,0,10,1,5,7,5,1,5,4,0,"2007"
"7651","France",2007,47,"Female",0,2,1,0,6,0,2,5,3,3,3,4,0,"2007"
"7691","France",2007,25,"Female",0,5,0,0,10,0,7,9,4,1,6,5,0,"2007"
"7701","France",2007,46,"Female",0,3,0,0,8,0,5,7,7,3,5,6,0,"2007"
"7721","France",2007,33,"Male",1,5,1,0,2,0,3,8,3,1,5,3,0,"2007"
"7731","France",2007,36,"Male",1,5,1,1,8,0,3,6,3,3,4,5,0,"2007"
"7741","France",2007,56,"Female",0,1,0,1,6,0,3,6,2,3,4,5,0,"2007"
"7771","France",2007,42,"Female",0,3,1,0,5,1,1,12,1,5,4,1,0,"2007"
"7801","France",2007,74,"Female",0,2,0,0,4,1,10,10,8,2,6,7,0,"2007"
"7811","France",2007,40,"Female",0,2,1,0,2,0,8,9,1,5,8,1,0,"2007"
"7831","France",2007,87,"Female",0,5,0,0,8,0,1,4,1,1,1,1,0,"2007"
"7851","France",2007,68,"Male",1,1,0,0,1,1,3,5,3,2,6,4,1,"2007"
"7881","France",2007,61,"Female",0,1,0,0,8,0,4,10,4,5,1,5,0,"2007"
"7891","France",2007,39,"Male",1,3,0,0,8,0,6,10,4,1,6,6,0,"2007"
"7901","France",2007,59,"Male",1,5,0,0,10,0,5,8,5,1,6,6,0,"2007"
"7911","France",2007,46,"Female",0,3,0,1,7,0,5,5,2,3,3,4,0,"2007"
"7921","France",2007,73,"Female",0,1,0,0,8,1,6,7,6,4,9,8,0,"2007"
"7931","France",2007,63,"Female",0,3,0,0,3,1,9,9,5,2,9,6,0,"2007"
"7941","France",2007,35,"Male",1,2,0,0,7,0,1,12,1,1,5,1,0,"2007"
"7951","France",2007,74,"Female",0,1,0,0,2,0,3,6,2,1,8,8,0,"2007"
"7971","France",2007,63,"Male",1,3,0,0,9,1,2,5,2,1,4,5,0,"2007"
"7991","France",2007,56,"Male",1,1,0,0,2,1,8,9,5,1,9,1,0,"2007"
"8001","France",2007,40,"Male",1,3,0,1,4,1,6,5,3,1,1,7,0,"2007"
"8021","France",2007,40,"Female",0,3,0,0,9,1,4,5,4,1,5,7,0,"2007"
"8041","France",2007,34,"Male",1,5,0,0,10,1,8,9,7,1,8,2,0,"2007"
"8061","France",2007,60,"Male",1,3,0,0,8,0,6,6,4,1,8,6,0,"2007"
"8081","France",2007,43,"Male",1,3,1,1,1,0,5,6,3,4,5,8,0,"2007"
"8091","France",2007,49,"Male",1,3,1,0,2,1,6,7,3,1,11,5,1,"2007"
"8101","France",2007,41,"Male",1,5,0,0,9,1,7,9,7,1,8,7,0,"2007"
"8121","France",2007,61,"Male",1,3,0,0,2,0,5,6,5,2,4,6,0,"2007"
"8131","France",2007,26,"Female",0,3,0,0,7,1,7,9,5,1,5,6,0,"2007"
"8161","France",2007,63,"Male",1,1,0,0,4,0,3,4,3,1,6,4,0,"2007"
"8191","France",2007,71,"Male",1,1,0,1,4,1,1,12,1,4,3,1,1,"2007"
"8211","France",2007,31,"Male",1,5,0,0,8,0,6,9,4,3,5,4,0,"2007"
"8221","France",2007,39,"Female",0,5,0,0,8,1,4,9,5,1,3,6,0,"2007"
"8231","France",2007,66,"Female",0,3,1,0,5,0,4,7,3,2,11,6,0,"2007"
"8251","France",2007,47,"Male",1,3,0,0,7,1,1,12,5,3,5,4,0,"2007"
"8261","France",2007,37,"Male",1,5,0,0,10,1,9,7,8,5,6,6,0,"2007"
"8281","France",2007,49,"Female",0,5,0,0,9,0,7,10,5,5,6,5,0,"2007"
"8301","France",2007,56,"Female",0,3,0,0,9,0,2,4,2,1,1,4,0,"2007"
"8321","France",2007,58,"Female",0,3,1,0,3,0,1,12,1,1,5,4,0,"2007"
"8351","France",2007,46,"Female",0,3,0,0,10,0,4,5,1,3,7,4,0,"2007"
"8381","France",2007,59,"Female",0,5,0,0,9,1,1,4,3,2,5,5,0,"2007"
"8391","France",2007,60,"Male",1,5,0,0,8,1,7,10,2,4,10,5,0,"2007"
"8421","France",2007,40,"Male",1,5,1,0,9,0,1,4,1,5,6,2,0,"2007"
"8441","France",2007,59,"Female",0,5,1,0,9,0,7,7,4,1,7,7,0,"2007"
"8521","France",2007,30,"Male",1,3,0,0,10,0,2,12,2,1,5,1,0,"2007"
"8531","France",2007,74,"Male",1,3,0,1,3,1,6,1,3,4,1,9,0,"2007"
"8561","France",2007,80,"Female",0,1,0,0,4,1,8,10,5,1,8,6,0,"2007"
"8601","France",2007,74,"Male",1,3,0,1,5,0,8,4,1,2,4,2,0,"2007"
"8611","France",2007,32,"Male",1,5,0,0,9,0,3,1,3,5,3,3,0,"2007"
"8641","France",2007,67,"Female",0,3,0,0,6,0,1,4,2,2,1,5,0,"2007"
"8651","France",2007,71,"Female",0,1,0,0,5,0,9,7,6,4,9,6,0,"2007"
"8661","France",2007,79,"Female",0,3,0,1,5,0,5,6,4,5,4,1,0,"2007"
"8701","France",2007,39,"Female",0,5,1,0,7,0,7,7,5,1,1,4,0,"2007"
"8711","France",2007,64,"Female",0,2,0,0,9,1,2,4,2,1,4,2,0,"2007"
"8721","France",2007,75,"Female",0,2,0,0,2,1,9,10,6,1,6,6,0,"2007"
"8731","France",2007,56,"Male",1,3,1,0,8,0,10,10,7,2,8,8,0,"2007"
"8741","France",2007,50,"Female",0,5,0,0,6,0,4,6,4,1,5,3,0,"2007"
"8771","France",2007,38,"Female",0,5,0,0,6,0,4,4,1,1,1,2,0,"2007"
"8781","France",2007,39,"Female",0,3,1,1,6,0,4,8,4,2,7,6,0,"2007"
"8791","France",2007,85,"Male",1,2,0,0,5,1,4,7,4,1,4,7,0,"2007"
"8801","France",2007,30,"Female",0,5,0,0,10,0,4,5,5,2,5,4,0,"2007"
"8821","France",2007,26,"Male",1,5,1,0,2,1,1,6,5,1,4,4,0,"2007"
"8841","France",2007,36,"Male",1,3,1,0,1,1,4,10,4,4,2,6,0,"2007"
"8851","France",2007,56,"Female",0,1,1,1,9,1,7,10,3,3,9,6,0,"2007"
"8891","France",2007,42,"Female",0,1,0,1,3,0,6,7,5,3,6,3,0,"2007"
"8931","France",2007,39,"Male",1,5,0,0,4,0,1,4,3,2,1,5,0,"2007"
"8981","France",2007,57,"Male",1,1,0,0,4,1,5,6,4,2,9,3,0,"2007"
"8991","France",2007,48,"Male",1,2,0,0,5,0,3,4,2,1,2,3,0,"2007"
"9001","France",2007,79,"Male",1,3,0,0,5,0,8,8,4,1,10,8,0,"2007"
"9011","France",2007,35,"Male",1,2,1,1,5,0,4,4,1,1,1,2,0,"2007"
"9031","France",2007,60,"Male",1,5,0,0,8,1,7,9,3,1,7,6,0,"2007"
"9041","France",2007,48,"Female",0,3,1,0,2,0,2,6,3,4,4,3,0,"2007"
"9061","France",2007,52,"Female",0,5,0,0,4,0,7,7,5,4,6,6,0,"2007"
"9071","France",2007,37,"Female",0,5,0,0,9,0,4,5,3,2,7,4,0,"2007"
"9081","France",2007,52,"Female",0,5,0,0,6,0,6,4,2,2,6,4,0,"2007"
"9091","France",2007,66,"Female",0,3,0,0,4,1,7,7,7,4,8,7,0,"2007"
"9121","France",2007,37,"Female",0,3,0,0,6,1,8,9,5,2,10,9,0,"2007"
"9131","France",2007,68,"Male",1,5,1,0,10,0,8,8,8,5,7,7,0,"2007"
"9141","France",2007,57,"Male",1,3,0,0,5,1,5,5,6,1,7,3,0,"2007"
"9161","France",2007,62,"Male",1,5,0,0,8,0,1,12,1,4,1,1,0,"2007"
"9191","France",2007,49,"Male",1,3,0,0,7,1,3,7,5,1,1,6,0,"2007"
"9221","France",2007,44,"Male",1,3,1,0,7,0,6,7,4,2,7,5,1,"2007"
"9231","France",2007,54,"Female",0,3,1,0,8,1,2,5,2,5,3,5,0,"2007"
